long,lat,nro_registro,tipo_activ,comuna,U46,calle,calle_altura,calle_chapa,ubicacion,nombre_cientifico,ancho_acera,estado_plantera,ubicacion_plantera,nivel_plantera,diametro_altura_pecho,altura_arbol,ultima_actualizacion
-58.42849588,-34.66240092,434704,Lineal,8,448,Rivera Indarte Av.,3600,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Sobreocupada,Regular,Elevada,18.0,6.0,2009-05-10
-58.42838945,-34.6625318,434706,Lineal,8,448,Rivera Indarte Av.,3600,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,45.0,9.0,2021-11-25
-58.42838945,-34.6625318,434707,Lineal,8,448,Rivera Indarte Av.,3600,2968.0,LA,Fraxinus excelsior,4.4,Ocupada,Regular,A nivel,18.0,4.0,2012-10-29
-58.42893557,-34.66362842,434709,Lineal,8,448,Pedernera,3700,2968.0,LA,Platanus x acerifolia,4.4,Ocupada,Regular,A nivel,35.0,12.0,2022-02-24
-58.42893557,-34.66362842,434710,Lineal,8,448,Pedernera,3700,2968.0,Exacta,Platanus x acerifolia,4.4,Ocupada,Regular,A nivel,27.0,9.0,2011-12-29
-58.4753486,-34.67956923,433408,Lineal,8,448,Cafayate,4300,2968.0,LA,Phoenix canariensis,4.4,Ocupada,Regular,Elevada,22.0,2.0,2013-03-21
-58.4753486,-34.67956923,433409,Lineal,8,448,Cafayate,4300,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,62.0,11.0,2007-04-24
-58.47550793,-34.67944568,433410,Lineal,8,448,Cafayate,4300,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,55.0,9.0,2010-06-28
-58.47550793,-34.67944568,433411,Lineal,8,448,Cafayate,4300,2968.0,LD,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,61.0,12.0,2004-07-11
-58.47566713,-34.67932224,433412,Lineal,8,448,Cafayate,4300,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,54.0,10.0,2003-08-31
-58.47574691,-34.67926038,433413,Lineal,8,448,Cafayate,4300,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,51.0,8.0,2020-04-19
-58.47587711,-34.67915943,433414,Lineal,8,448,Cafayate,4300,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,46.0,10.0,2004-02-13
-58.47587711,-34.67915943,433415,Lineal,8,448,Cafayate,4300,2968.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Bajo nivel,45.0,9.0,2001-06-12
-58.47587711,-34.67915943,433416,Lineal,8,448,Cafayate,4300,2969.0,Exacta,Fraxinus pennsylvanica,4.4,Sobreocupada,Regular,Elevada,40.0,9.0,2002-03-17
-58.4759337,-34.67899796,433417,Lineal,8,448,Sayos,5800,2969.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,48.0,10.0,2017-03-28
-58.47578399,-34.67886804,433419,Lineal,8,448,Sayos,5800,2969.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Bajo nivel,46.0,7.0,2008-11-08
-58.47563272,-34.67873676,433420,Lineal,8,448,Sayos,5800,2969.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,28.0,6.0,2001-03-28
-58.47555728,-34.67867129,433421,Lineal,8,448,Sayos,5800,2969.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,43.0,9.0,2021-09-25
-58.47555728,-34.67867129,433422,Lineal,8,448,Sayos,5800,2969.0,LD,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,61.0,15.0,2012-06-01
-58.47526962,-34.6786549,433423,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Melia azedarach,4.4,Ocupada,Regular,A nivel,64.0,15.0,2009-04-01
-58.42896198,-34.66359597,434711,Lineal,8,448,Pedernera,3700,2969.0,Exacta,Platanus x acerifolia,4.4,Ocupada,Regular,A nivel,43.0,14.0,2009-04-26
-58.42904105,-34.66349882,434712,Lineal,8,448,Pedernera,3700,2969.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,55.0,10.0,2004-06-17
-58.42904105,-34.66349882,434713,Lineal,8,448,Pedernera,3700,2969.0,LD,No identificado,4.4,Ocupada,Regular,A nivel,21.0,4.0,2014-10-20
-58.42904105,-34.66349882,434714,Lineal,8,448,Pedernera,3700,2969.0,LD,Robinia pseudoacacia,4.4,Ocupada,Regular,A nivel,0.0,6.0,2021-03-20
-58.42904105,-34.66349882,434715,Lineal,8,448,Pedernera,3700,2969.0,LD,Robinia pseudoacacia,4.4,Ocupada,Regular,A nivel,0.0,2.0,2006-03-03
-58.42904105,-34.66349882,434716,Lineal,8,448,Pedernera,3700,2969.0,LD,Robinia pseudoacacia,4.4,Ocupada,Regular,A nivel,32.0,9.0,2021-12-14
-58.42904105,-34.66349882,434717,Lineal,8,448,Pedernera,3700,2969.0,LD,Robinia pseudoacacia,3.2,Ocupada,Ochava,A nivel,0.0,3.0,2004-02-27
-58.42904105,-34.66349882,434718,Lineal,8,448,Pedernera,3700,2969.0,LD,Robinia pseudoacacia,3.2,Ocupada,Ochava,A nivel,0.0,3.0,2014-12-11
-58.42913907,-34.66322357,434719,Lineal,8,448,FerrÃÂ©,2400,2969.0,LA,Casuarina cunninghamiana,3.9,Ocupada,Ochava,A nivel,43.0,12.0,2020-01-30
-58.42913907,-34.66322357,434720,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,3.9,Ocupada,Regular,A nivel,32.0,8.0,2015-03-11
-58.4290483,-34.6631737,434721,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Melia azedarach,3.9,Ocupada,Regular,A nivel,52.0,9.0,2008-11-26
-58.42896307,-34.66312688,434722,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus excelsior,3.9,Ocupada,Regular,A nivel,22.0,5.0,2000-09-24
-58.42888402,-34.66308345,434723,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,3.9,Ocupada,Regular,A nivel,33.0,5.0,2021-04-15
-58.42880486,-34.66303996,434725,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,3.9,Ocupada,Regular,A nivel,26.0,6.0,2011-03-09
-58.42872661,-34.66299697,434726,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,3.9,Ocupada,Regular,Elevada,31.0,6.0,2012-11-21
-58.4286739,-34.66296801,434727,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,3.9,Sobreocupada,Regular,A nivel,31.0,7.0,2011-11-07
-58.47506788,-34.67870355,433424,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,LA,Melia azedarach,4.4,Ocupada,Regular,Bajo nivel,63.0,15.0,2017-04-04
-58.47515689,-34.67874242,433425,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Styphnolobium japonicum,4.4,Ocupada,Regular,Bajo nivel,48.0,9.0,2008-03-27
-58.47507658,-34.67880476,433426,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,No identificado,4.4,Sobreocupada,Regular,A nivel,0.0,6.0,2017-12-13
-58.47499742,-34.67886621,433427,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Styphnolobium japonicum,4.4,Ocupada,Regular,A nivel,23.0,8.0,2018-11-12
-58.47483689,-34.67899084,433429,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Ficus benjamina,4.4,Ocupada,Regular,Elevada,26.0,6.0,2000-07-28
-58.47467728,-34.67911475,433430,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Tipuana tipu,4.4,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,3.0,2.0,2012-12-10
-58.47450601,-34.67924771,433431,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Tilia x moltkei,4.4,Ocupada,Regular,A nivel,32.0,9.0,2005-10-13
-58.47450601,-34.67924771,433432,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,LA,Styphnolobium japonicum,4.4,Ocupada,Regular,Bajo nivel,3.0,2.0,2008-06-15
-58.47450601,-34.67924771,433433,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Tipuana tipu,4.4,Ocupada,Regular,A nivel,4.0,2.0,2011-04-18
-58.47450601,-34.67924771,433434,Lineal,8,448,LeguizamÃÂ³n Martiniano ,4300,2969.0,Exacta,Ligustrum lucidum,4.4,Ocupada,Regular,A nivel,28.0,6.0,2013-12-05
-58.42855329,-34.66290175,434728,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Hibiscus rosa-sinensis,3.9,Ocupada,Regular,Elevada,0.0,2.0,2013-06-19
-58.42849072,-34.66286737,434729,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,3.9,Ocupada,Regular,A nivel,38.0,7.0,2000-04-04
-58.42845035,-34.66284519,434730,Lineal,8,448,FerrÃÂ©,2400,2969.0,Exacta,Fraxinus pennsylvanica,4,Ocupada,Regular,Elevada,18.0,7.0,2021-01-03
-58.4280632,-34.66293238,434732,Lineal,8,448,Rivera Indarte Av.,3700,2969.0,LD,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,53.0,9.0,2014-12-05
-58.4280632,-34.66293238,434733,Lineal,8,448,Rivera Indarte Av.,3700,2970.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,43.0,8.0,2001-02-03
-58.42801083,-34.66299676,434734,Lineal,8,448,Rivera Indarte Av.,3700,2970.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,39.0,10.0,2007-08-01
-58.42795871,-34.66306084,434735,Lineal,8,448,Rivera Indarte Av.,3700,2970.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,22.0,6.0,2014-10-19
-58.47438034,-34.66327622,522291,Lineal,8,448,Santander,4650,2970.0,LA1,Robinia pseudoacacia,2.2,Ocupada,Regular,A Nivel,28.0,7.0,2003-09-10
-58.47438034,-34.66327622,522292,Lineal,8,448,Santander,4650,2970.0,LA2,Fraxinus pennsylvanica,2.2,Ocupada,Regular,A Nivel,46.0,8.0,2001-07-27
-58.47438034,-34.66327622,522293,Lineal,8,448,Santander,4650,2970.0,LA3,Fraxinus pennsylvanica,2.2,Ocupada,Regular,A Nivel,52.0,9.0,2001-07-14
-58.47438034,-34.66327622,522294,Lineal,8,448,Santander,4650,2970.0,LA4,Fraxinus pennsylvanica,2.2,Ocupada,Regular,A Nivel,65.0,10.0,2011-10-17
-58.4742057,-34.66382217,522295,Lineal,8,448,Basualdo,2800,2970.0,LD9,Acer negundo,2.4,Ocupada,Regular,A Nivel,46.0,9.0,2015-01-07
-58.4742057,-34.66382217,522296,Lineal,8,448,Basualdo,2800,2970.0,LD8,Fraxinus pennsylvanica,2.4,Ocupada,Regular,A Nivel,37.0,10.0,2002-03-12
-58.4742057,-34.66382217,522297,Lineal,8,448,Basualdo,2800,2970.0,LD7,Fraxinus pennsylvanica,2.4,Ocupada,Regular,A Nivel,18.0,9.0,2020-09-06
-58.4742057,-34.66382217,522298,Lineal,8,448,Basualdo,2800,2970.0,LD6,Fraxinus pennsylvanica,2.4,Ocupada,Regular,A Nivel,24.0,9.0,2019-09-27
-58.4742057,-34.66382217,522299,Lineal,8,448,Basualdo,2800,2970.0,LD5,Fraxinus pennsylvanica,2.4,Ocupada,Regular,A Nivel,19.0,9.0,2002-05-26
-58.4742057,-34.66382217,522302,Lineal,8,448,Basualdo,2800,2970.0,LD2,No identificado,2.4,Ocupada,Regular,A Nivel,19.0,6.0,2002-08-08
-58.4742057,-34.66382217,522303,Lineal,8,448,Basualdo,2800,2970.0,LD1,No identificado,2.4,Ocupada,Regular,A Nivel,11.0,4.0,2006-06-08
-58.48118581,-34.66464323,522318,Lineal,8,448,ZuvirÃÂ­a,5100,2970.0,Exacta,Citrus limon,4.4,Ocupada,Ochava,A Nivel,20.0,3.0,2003-12-18
-58.48103709,-34.66451653,522321,Lineal,8,448,ZuvirÃÂ­a,5100,2970.0,Exacta,Acer negundo,4.4,Ocupada,Regular,A Nivel,36.0,3.0,2012-08-17
-58.48098596,-34.66447297,522322,Lineal,8,448,ZuvirÃÂ­a,5100,2970.0,Exacta,Melia azedarach,4.4,Ocupada,Regular,A Nivel,68.0,12.0,2013-11-23
-58.48090544,-34.66440437,522323,Lineal,8,448,ZuvirÃÂ­a,5100,2970.0,Exacta,Ficus benjamina variegata,4.4,Ocupada,Regular,A Nivel,9.0,4.0,2006-05-16
-58.48067692,-34.66420968,522324,Lineal,8,448,ZuvirÃÂ­a,5100,2970.0,Exacta,Melia azedarach,4.4,Ocupada,Regular,A Nivel,61.0,9.0,2018-12-21
-58.48067692,-34.66420968,522325,Lineal,8,448,ZuvirÃÂ­a,5100,2970.0,Exacta,Melia azedarach,4.4,Ocupada,Ochava,A Nivel,68.0,9.0,2000-09-01
-58.48178348,-34.66336694,522326,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,LD1,Fraxinus pennsylvanica,3.2,Ocupada,Ochava,A Nivel,35.0,8.0,2014-06-26
-58.48186584,-34.66343731,522327,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,Exacta,Ficus benjamina variegata,3.2,Ocupada,Regular,A Nivel,41.0,4.0,2014-07-01
-58.48193077,-34.6634928,522328,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,Exacta,Ligustrum lucidum,3.2,Ocupada,Regular,Elevada,30.0,4.0,2022-02-01
-58.48212682,-34.66366033,522330,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A Nivel,38.0,7.0,2001-09-20
-58.48219267,-34.66371659,522331,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,Exacta,No identificado,3.2,Ocupada,Regular,Elevada,10.0,2.0,2007-06-18
-58.48228753,-34.66379765,522332,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,Exacta,Nerium oleander,3.2,Ocupada,Regular,Elevada,96.0,4.0,2001-03-23
-58.48228753,-34.66379765,522333,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,LA1,Ficus benjamina,3.2,Ocupada,Ochava,A Nivel,27.0,4.0,2000-04-04
-58.48228753,-34.66379765,522334,Lineal,8,448,EcheandÃÂ­a,5200,2970.0,LA2,Fraxinus pennsylvanica,3.2,Ocupada,Ochava,A Nivel,23.0,8.0,2005-09-11
-58.48066709,-34.66405004,522335,Lineal,8,448,Miralla,2700,2970.0,Exacta,Melia azedarach,4.4,Ocupada,Ochava,A Nivel,26.0,8.0,2004-07-23
-58.48070831,-34.6640179,522336,Lineal,8,448,Miralla,2700,2970.0,Exacta,Ligustrum lucidum f. aureovariegata,3.2,Ocupada,Regular,Elevada,20.0,7.0,2011-03-25
-58.48081841,-34.66393207,522337,Lineal,8,448,Miralla,2700,2970.0,Exacta,Cestrum nocturnum,3.2,Ocupada,Regular,Bajo Nivel,29.0,3.0,2005-04-09
-58.4808878,-34.66387798,522338,Lineal,8,448,Miralla,2700,2970.0,Exacta,Duranta erecta,3.2,Ocupada,Regular,A Nivel,7.0,2.0,2022-12-09
-58.48130157,-34.66355543,522342,Lineal,8,448,Miralla,2700,2970.0,LA1,Melia azedarach,3.2,Ocupada,Regular,Elevada,52.0,11.0,2006-07-02
-58.48130157,-34.66355543,522344,Lineal,8,448,Miralla,2700,2970.0,LD,Melia azedarach,3.2,Ocupada,Regular,Elevada,2.0,2.0,2015-09-27
-58.48137059,-34.66350163,522345,Lineal,8,448,Miralla,2700,2970.0,Exacta,Melia azedarach,3.2,Ocupada,Regular,A Nivel,59.0,9.0,2020-01-07
-58.48143829,-34.66344885,522346,Lineal,8,448,Miralla,2700,2970.0,Exacta,Ligustrum lucidum,3.2,Ocupada,Regular,Elevada,27.0,4.0,2012-06-17
-58.48150714,-34.66339517,522347,Lineal,8,448,Miralla,2700,2970.0,LD,Ficus benjamina,3.2,Ocupada,Regular,A Nivel,22.0,6.0,2004-06-27
-58.48230551,-34.66394763,522348,Lineal,8,448,Pola,2800,2970.0,LD1,Ficus benjamina,3.2,Ocupada,Ochava,A Nivel,3.0,2.0,2020-04-26
-58.48230551,-34.66394763,522349,Lineal,8,448,Pola,2800,2970.0,LA1,Ligustrum lucidum,4.4,Ocupada,Regular,A Nivel,21.0,6.0,2009-03-28
-58.48222255,-34.66401233,522350,Lineal,8,448,Pola,2800,2970.0,Exacta,Tilia x moltkei,4.4,Ocupada,Regular,Elevada,41.0,8.0,2019-03-31
-58.48215267,-34.66406682,522351,Lineal,8,448,Pola,2800,2970.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,34.0,5.0,2002-03-29
-58.48208363,-34.66412067,522352,Lineal,8,448,Pola,2800,2970.0,Exacta,Lagerstroemia indica,4.4,Ocupada,Regular,Elevada,23.0,3.0,2015-12-09
-58.48194597,-34.66422802,522354,Lineal,8,447,Pola,2800,2970.0,Exacta,Acer buergerianum,4.4,Ocupada,Regular,A Nivel,7.0,4.0,2009-05-30
-58.51096217,-34.64165487,522355,Lineal,8,447,Pola,2800,2970.0,Exacta,Acer buergerianum,4.4,Ocupada,Regular,A Nivel,7.0,4.0,2016-06-10
-58.48187707,-34.66428176,522356,Lineal,8,447,Pola,2800,2970.0,Exacta,Tilia x moltkei,4.4,Ocupada,Regular,Elevada,33.0,9.0,2019-03-20
-58.48187707,-34.66428176,522357,Lineal,8,447,Pola,2800,2970.0,Exacta,Ficus benjamina,4.4,Ocupada,Regular,Elevada,36.0,7.0,2014-05-02
-58.48180844,-34.66433528,522358,Lineal,8,447,Pola,2800,2970.0,Exacta,Tilia x moltkei,4.4,Ocupada,Regular,A Nivel,51.0,13.0,2005-05-16
-58.4817745,-34.66436174,522359,Lineal,8,447,Pola,2800,2971.0,LA1,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Bajo Nivel,47.0,13.0,2008-12-08
-58.4817745,-34.66436174,522360,Lineal,8,447,Pola,2800,2971.0,LA1,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,44.0,12.0,2006-11-26
-58.48167232,-34.66444143,522361,Lineal,8,447,Pola,2800,2971.0,LA1,Ligustrum lucidum,4.4,Ocupada,Regular,A Nivel,25.0,5.0,2020-03-08
-58.48160316,-34.66449536,522362,Lineal,8,447,Pola,2800,2971.0,Exacta,Ligustrum lucidum,4.4,Ocupada,Regular,Elevada,18.0,5.0,2019-07-23
-58.48153525,-34.66454832,522363,Lineal,8,447,Pola,2800,2971.0,LD1,Lagerstroemia indica,4.4,Ocupada,Regular,Elevada,17.0,4.0,2006-11-25
-58.48153525,-34.66454832,522364,Lineal,8,447,Pola,2800,2971.0,LA1,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Elevada,42.0,7.0,2011-06-17
-58.48146767,-34.66460102,522365,Lineal,8,447,Pola,2800,2971.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A Nivel,32.0,7.0,2001-03-31
-58.48138077,-34.6646688,522366,Lineal,8,447,Pola,2800,2971.0,Exacta,Ficus benjamina variegata,4.4,Ocupada,Regular,A Nivel,24.0,6.0,2021-12-07
-58.48065365,-34.66523708,522367,Lineal ,8,447,Pola,2900,2971.0,LA2,Ligustrum lucidum,4.4,Ocupada,Ochava,A nivel,32.0,6.0,2020-10-06
-58.48065365,-34.66523708,522368,Lineal ,8,447,Pola,2900,2971.0,LA1,Manihot grahamii,4.4,Ocupada,Regular,A nivel,19.0,5.0,2007-02-02
-58.48071462,-34.66518954,522370,Lineal ,8,447,Pola,2900,2971.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,43.0,14.0,2021-04-25
-58.48077651,-34.66514128,522371,Lineal ,8,447,Pola,2900,2971.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,44.0,14.0,2008-08-21
-58.48083861,-34.66509286,522372,Lineal ,8,447,Pola,2900,2971.0,Exacta,Lagerstroemia indica,4.4,Ocupada,Regular,A nivel,16.0,5.0,2012-05-20
-58.48089994,-34.66504503,522373,Lineal ,8,447,Pola,2900,2971.0,Exacta,Ligustrum lucidum,4.4,Sobreocupada,Regular,Elevada,15.0,4.0,2020-01-05
-58.48102405,-34.66494826,522374,Lineal ,8,447,Pola,2900,2971.0,Exacta,Ligustrum lucidum,4.4,Ocupada,Regular,Elevada,19.0,6.0,2021-09-03
-58.48102405,-34.66494826,522375,Lineal ,8,447,Pola,2900,2971.0,Exacta,Ficus benjamina variegata,4.4,Ocupada,Regular,Elevada,21.0,6.0,2010-04-23
-58.48108676,-34.66489936,522376,Lineal ,8,447,Pola,2900,2971.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,37.0,6.0,2015-11-23
-58.48114695,-34.66472057,522377,Lineal ,8,447,ZuvirÃÂ­a,5100,2971.0,Exacta,Melia azedarach,4.4,Ocupada,Ochava,A nivel,61.0,13.0,2002-09-21
-58.48101763,-34.6646104,522379,Lineal ,8,447,ZuvirÃÂ­a,5100,2971.0,Exacta,Lagerstroemia indica,4.4,Ocupada,Regular,A nivel,5.0,3.0,2022-02-19
-58.48084006,-34.66445911,522382,Lineal ,8,447,ZuvirÃÂ­a,5100,2971.0,Exacta,Ficus benjamina,4.4,Sobreocupada,Regular,A nivel,28.0,12.0,2002-10-06
-58.48078125,-34.66440901,522383,Lineal ,8,447,ZuvirÃÂ­a,5100,2971.0,Exacta,Prunus cerasifera f. atropurpurea,4.4,Ocupada,Regular,A nivel,3.0,3.0,2015-08-27
-58.48072144,-34.66435806,522384,Lineal ,8,447,ZuvirÃÂ­a,5100,2971.0,Exacta,Tilia x moltkei,4.4,Sobreocupada,Regular,Elevada,15.0,5.0,2009-03-09
-58.4806015,-34.66425587,522386,Lineal ,8,447,ZuvirÃÂ­a,5100,2971.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,40.0,15.0,2016-08-11
-58.48036771,-34.66427953,522387,Lineal ,8,447,Miralla,2800,2971.0,Exacta,Citrus limon,4.6,Ocupada,Regular,A nivel,22.0,3.0,2015-11-19
-58.48027507,-34.66435175,522388,Lineal ,8,447,Miralla,2800,2971.0,Exacta,Ficus benjamina,4.6,Ocupada,Regular,A nivel,2.0,2.0,2002-01-18
-58.48018248,-34.66442392,522389,Lineal ,8,447,Miralla,2800,2971.0,LD1,Ficus benjamina,4.6,Ocupada,Regular,A nivel,31.0,7.0,2000-05-18
-58.48018248,-34.66442392,522390,Lineal ,8,447,Miralla,2800,2971.0,Exacta,Citrus limon,4.6,Ocupada,Regular,Elevada,21.0,4.0,2005-01-06
-58.48012096,-34.66447187,522391,Lineal ,8,447,Miralla,2800,2971.0,Exacta,No identificado,4.6,Ocupada,Regular,Bajo Nivel,34.0,3.0,2018-04-26
-58.48005884,-34.66452029,522392,Lineal ,8,447,Miralla,2800,2971.0,Exacta,Melia azedarach,4.6,Ocupada,Regular,A nivel,53.0,6.0,2009-11-11
-58.47993415,-34.66461748,522393,Lineal ,8,447,Miralla,2800,2971.0,Exacta,Fraxinus pennsylvanica,4.6,Ocupada,Regular,A nivel,50.0,9.0,2003-06-27
-58.4797029,-34.66479676,522394,Lineal ,8,447,Miralla,2800,2971.0,Exacta,Fraxinus pennsylvanica,4.6,Ocupada,Regular,A nivel,23.0,8.0,2015-11-04
-58.48002763,-34.66490196,522395,Lineal ,8,447,Casco Horacio Dr.,5100,2971.0,Exacta,Lagerstroemia indica,1.8,Ocupada,Regular,Elevada,32.0,4.0,2019-06-17
-58.48002763,-34.66490196,522396,Lineal ,8,447,Casco Horacio Dr.,5100,2971.0,LA1,Lagerstroemia indica,1.8,Ocupada,Regular,Elevada,10.0,3.0,2015-09-19
-58.48032228,-34.66515517,522398,Lineal ,8,447,Casco Horacio Dr.,5100,2971.0,Exacta,Ligustrum lucidum,1.8,Sobreocupada,Regular,Elevada,28.0,7.0,2008-06-01
-58.48038111,-34.66520572,522399,Lineal ,8,447,Casco Horacio Dr.,5100,2971.0,Exacta,Ligustrum lucidum,1.8,Ocupada,Regular,Elevada,27.0,8.0,2015-04-14
-58.48038111,-34.66520572,522400,Lineal ,8,447,Casco Horacio Dr.,5100,2971.0,LA1,Ligustrum lucidum,1.8,Ocupada,Regular,Elevada,11.0,5.0,2016-01-03
-58.48059586,-34.66655803,522401,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Fraxinus pennsylvanica,4.8,Ocupada,Ochava,Elevada,39.0,7.0,2009-06-25
-58.48067038,-34.66650009,522402,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Fraxinus pennsylvanica,4.8,Sobreocupada,Regular,A nivel,28.0,4.0,2021-06-04
-58.4807319,-34.66645226,522403,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Fraxinus pennsylvanica,4.8,Ocupada,Regular,A nivel,45.0,12.0,2004-01-09
-58.48079324,-34.66640456,522404,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Fraxinus pennsylvanica,4.8,Ocupada,Regular,A nivel,49.0,13.0,2000-08-06
-58.48085582,-34.6663559,522405,Lineal ,8,447,Fonrouge,3000,2971.0,LA1,Fraxinus pennsylvanica,4.8,Ocupada,Regular,A nivel,39.0,13.0,2016-06-17
-58.48085582,-34.6663559,522406,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Lagerstroemia indica,4.8,Ocupada,Regular,A nivel,5.0,3.0,2022-03-16
-58.48091747,-34.66630796,522407,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Fraxinus pennsylvanica,4.8,Ocupada,Regular,A nivel,6.0,5.0,2012-01-21
-58.48097952,-34.66625971,522408,Lineal ,8,447,Fonrouge,3000,2971.0,Exacta,Fraxinus pennsylvanica,4.8,Ocupada,Regular,A nivel,37.0,10.0,2014-01-22
-58.48118177,-34.66610244,522411,Lineal ,8,447,Fonrouge,3000,2972.0,Exacta,Tilia x moltkei,4.8,Ocupada,Regular,A nivel,53.0,6.0,2010-05-25
-58.48111151,-34.66591329,522412,Lineal ,8,447,Casco Horacio Dr.,5200,2972.0,LA1,Tilia x moltkei,1.6,Ocupada,Regular,A nivel,43.0,7.0,2002-11-24
-58.48088617,-34.66571962,522414,Lineal ,8,447,Casco Horacio Dr.,5200,2972.0,Exacta,Tilia x moltkei,1.6,Ocupada,Regular,A nivel,28.0,4.0,2010-07-10
-58.4806979,-34.6655578,522416,Lineal ,8,447,Casco Horacio Dr.,5200,2972.0,LD1,Ligustrum lucidum,1.6,Ocupada,Ochava,A nivel,22.0,5.0,2017-10-05
-58.48046281,-34.66548695,522417,Lineal ,8,447,Pola,2900,2972.0,Exacta,Ligustrum lucidum f. aureovariegata,4.4,Ocupada,Ochava,Elevada,22.0,4.0,2019-04-22
-58.48038826,-34.66554508,522418,Lineal ,8,447,Pola,2900,2972.0,Exacta,Citrus limon,4.4,Ocupada,Regular,Elevada,12.0,2.0,2012-06-28
-58.48029507,-34.66561774,522419,Lineal ,8,447,Pola,2900,2972.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,A nivel,47.0,12.0,2021-11-04
