long,lat,nro_registro,tipo_activ,comuna,U46,calle,calle_altura,calle_chapa,ubicacion,nombre_cientifico,ancho_acera,estado_plantera,ubicacion_plantera,nivel_plantera,diametro_altura_pecho,altura_arbol,ultima_actualizacion
-58.37318473,-34.60438751,43800,Lineal,1,E,Sarmiento,400,1.0,Exacta,Photinia serrulata,,Ocupada,Regular,A nivel,4.0,6.0,2016-10-31
-58.37822896,-34.60097415,45690,Lineal,1,E,Esmeralda,600,1.0,LD,Photinia x fraseri,4,Ocupada,Regular,A nivel,3.0,3.0,2015-11-08
-58.37822896,-34.60097415,45691,Lineal,1,E,Esmeralda,600,1.0,Exacta,Photinia x fraseri,4,Ocupada,Regular,A nivel,3.0,3.0,2004-07-14
-58.37822896,-34.60097415,45692,Lineal,1,E,Esmeralda,600,1.0,Exacta,Photinia x fraseri,4,Ocupada,Regular,A nivel,3.0,3.0,2003-04-04
-58.37823106,-34.6008824,45693,Lineal,1,E,Esmeralda,600,1.0,Exacta,Photinia x fraseri,4,Ocupada,Regular,A nivel,3.0,3.0,2004-08-12
-58.37823715,-34.6006156,45699,Lineal,1,E,Esmeralda,600,1.0,Exacta,Photinia x fraseri,4,Ocupada,Regular,A nivel,3.0,3.0,2018-08-10
-58.37823953,-34.6005115,45704,Lineal,1,E,Esmeralda,600,1.0,Exacta,Photinia x fraseri,4,Ocupada,Regular,A nivel,3.0,3.0,2007-10-18
-58.37379635,-34.603608,45026,Lineal,1,E,San MartÃÂ­n,300,1.0,Exacta,Photinia x fraseri,1.8,Ocupada,Regular,A nivel,2.0,3.0,2012-05-25
-58.37278737,-34.60441663,45051,Lineal,1,E,Sarmiento,400,1.0,En frente,Photinia serrulata,2.8,Ocupada,Regular,A nivel,2.0,3.0,2007-08-25
-58.37276968,-34.60435501,45052,Lineal,1,E,Sarmiento,400,1.0,LA,Photinia serrulata,2.8,Ocupada,Regular,A nivel,2.0,2.0,2011-03-24
-58.37377347,-34.60407173,45056,Lineal,1,E,San MartÃÂ­n,200,1.0,Exacta,No identificado,2.8,Ocupada,Regular,A nivel,2.0,2.0,2020-11-16
-58.38693884,-34.60935176,45655,Lineal,1,E,De Mayo Av.,1400,1.0,Exacta,Platanus x acerifolia,6.2,Ocupada,Regular,A nivel,54.0,16.0,2004-03-11
-58.38648415,-34.6093206,45658,Lineal,1,E,De Mayo Av.,1400,1.0,Exacta,Fraxinus pennsylvanica,6.2,Ocupada,Regular,A nivel,27.0,8.0,2019-06-27
-58.38377478,-34.59286726,46476,Lineal,1,E,Juncal,1100,1.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,22.0,15.0,2002-07-09
-58.38317794,-34.59287066,46481,Lineal,1,E,Juncal,1100,1.0,LA,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,22.0,15.0,2001-11-01
-58.38377478,-34.59286726,46485,Lineal,1,E,Juncal,1100,2.0,LD,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,24.0,16.0,2013-06-19
-58.38074463,-34.60696982,46312,Lineal,1,E,Pellegrini Carlos,100,2.0,Exacta,Jacaranda mimosifolia,8,Ocupada,Regular,Bajo nivel,31.0,10.0,2002-11-18
-58.38078511,-34.60621211,46314,Lineal,1,E,Pellegrini Carlos,100,2.0,Exacta,Jacaranda mimosifolia,8,Ocupada,Regular,A nivel,27.0,9.0,2007-08-23
-58.37933029,-34.6067822,46342,Lineal,1,E,Suipacha,100,2.0,LD,Photinia x fraseri,5.6,Ocupada,Regular,Bajo nivel,9.0,6.0,2012-08-03
-58.38377478,-34.59286726,46421,Lineal,1,E,Juncal,1100,2.0,LD,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,20.0,16.0,2000-07-05
-58.38377478,-34.59286726,46433,Lineal,1,E,Juncal,1100,2.0,LA,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,27.0,14.0,2011-12-05
-58.38317794,-34.59287066,46434,Lineal,1,E,Juncal,1100,2.0,Exacta,Platanus x acerifolia,3.2,Ocupada,Regular,A nivel,35.0,16.0,2008-06-25
-58.38377478,-34.59286726,46435,Lineal,1,E,Juncal,1100,2.0,LD,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,22.0,15.0,2011-09-09
-58.38377478,-34.59286726,46436,Lineal,1,E,Juncal,1100,2.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,A nivel,22.0,14.0,2003-05-08
-58.3842068,-34.59286474,46437,Lineal,1,E,Juncal,1100,2.0,Exacta,Ficus benjamina,3.2,Ocupada,Regular,A nivel,52.0,9.0,2006-12-06
-58.38078511,-34.60621211,47554,Lineal,1,E,Pellegrini Carlos,100,2.0,,Jacaranda mimosifolia,,Ocupada,Regular,A nivel,40.0,9.0,2013-04-11
-58.37778391,-34.60800478,47584,Lineal,1,E,Esmeralda,,2.0,En frente,Ceiba speciosa,12,Ocupada,Ochava,A nivel,55.0,10.0,2007-06-16
-58.37778391,-34.60800478,47585,Lineal,1,E,Esmeralda,,2.0,En frente,Ceiba speciosa,10,Ocupada,Fuera de lÃÂ­nea,A nivel,76.0,13.0,2003-08-31
-58.37779492,-34.60773971,47586,Lineal,1,E,Esmeralda,,2.0,LA,Ceiba speciosa,10,Ocupada,Fuera de lÃÂ­nea,A nivel,61.0,10.0,2006-06-20
-58.37780972,-34.60738331,47590,Lineal,1,E,Esmeralda,,2.0,En frente,Ceiba speciosa,10,Ocupada,Fuera de lÃÂ­nea,A nivel,90.0,17.0,2008-02-08
-58.3723451,-34.58209037,49059,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,48.0,12.0,2018-06-12
-58.3723451,-34.58209037,49060,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,56.0,9.0,2017-10-08
-58.3723451,-34.58209037,49061,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,80.0,12.0,2013-12-30
-58.3723451,-34.58209037,49062,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,71.0,9.0,2002-12-23
-58.3723451,-34.58209037,49063,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,54.0,9.0,2022-02-03
-58.3723451,-34.58209037,49064,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,Exacta,Platanus x acerifolia,4.8,Ocupada,Ochava,A nivel,60.0,9.0,2022-05-13
-58.3723451,-34.58209037,49066,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,41.0,9.0,2007-04-21
-58.3723451,-34.58209037,49067,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,58.0,9.0,2009-12-25
-58.3723451,-34.58209037,49092,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,53.0,11.0,2004-02-05
-58.3723451,-34.58209037,49093,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,64.0,12.0,2021-08-03
-58.3723451,-34.58209037,49094,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,53.0,12.0,2007-09-13
-58.3723451,-34.58209037,49095,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,58.0,12.0,2019-09-07
-58.3723451,-34.58209037,49096,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,51.0,11.0,2016-08-08
-58.3723451,-34.58209037,49097,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,55.0,11.0,2017-10-08
-58.3723451,-34.58209037,49098,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,41.0,11.0,2013-05-27
-58.3723451,-34.58209037,49099,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,60.0,12.0,2012-12-06
-58.3723451,-34.58209037,49100,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,60.0,12.0,2005-09-12
-58.3723451,-34.58209037,49101,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,49.0,11.0,2008-04-13
-58.3723451,-34.58209037,49102,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,60.0,12.0,2020-06-23
-58.3723451,-34.58209037,49103,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,54.0,12.0,2018-02-08
-58.3723451,-34.58209037,49104,Lineal,1,E,Castillo RamÃÂ³n S. Pte. Av,500,2.0,LD,Platanus x acerifolia,4.8,Ocupada,Regular,A nivel,43.0,11.0,2016-05-21
-58.37307774,-34.62426943,49627,Lineal,1,E,"Garay Juan de, Av",500,2.0,Exacta,Tecoma stans,3.75,Sobreocupada,Regular,A nivel,5.0,2.0,2003-06-26
-58.37405405,-34.62340289,49641,Lineal,1,E,PerÃÂº,1300,2.0,LD,Jacaranda mimosifolia,7.2,Ocupada,Regular,A nivel,38.0,9.0,2005-06-13
-58.3740437,-34.62353691,49644,Lineal,1,E,PerÃÂº,1300,2.0,Exacta,Jacaranda mimosifolia,6.8,Ocupada,Regular,A nivel,40.0,10.0,2020-03-01
-58.37402519,-34.62377665,49646,Lineal,1,E,PerÃÂº,1300,2.0,LA,Ilex aquifolium,6,Ocupada,Fuera de lÃÂ­nea,Elevada,8.0,3.0,2010-03-04
-58.37400592,-34.62402618,49647,Lineal,1,E,PerÃÂº,1300,2.0,Exacta,Jacaranda mimosifolia,6,Ocupada,Regular,A nivel,36.0,16.0,2015-09-20
-58.37353641,-34.6243099,49650,Lineal,1,E,"Garay Juan de, Av",500,2.0,Exacta,Fraxinus pennsylvanica,3.75,Sobreocupada,Regular,A nivel,24.0,2.0,2020-04-06
-58.37307774,-34.62426943,49655,Lineal,1,E,"Garay Juan de, Av",500,2.0,Exacta,Fraxinus pennsylvanica,3.75,Sobreocupada,Regular,A nivel,25.0,9.0,2016-10-18
-58.37403821,-34.62360796,49658,Lineal,1,E,PerÃÂº,1300,2.0,Exacta,Jacaranda mimosifolia,6.4,Ocupada,Regular,A nivel,35.0,12.0,2012-03-13
-58.38741906,-34.6028027,49659,Lineal,1,E,Lavalle,1400,3.0,Exacta,Fraxinus pennsylvanica,3.8,Ocupada,Regular,Bajo nivel,17.0,7.0,2005-07-28
-58.38677025,-34.60235085,49660,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Regular,Bajo nivel,13.0,10.0,2013-11-18
-58.38677637,-34.60219859,49661,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7,Ocupada,Regular,Bajo nivel,13.0,10.0,2007-09-19
-58.38677637,-34.60219859,49662,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,18.0,11.0,2008-11-29
-58.38741906,-34.6028027,49663,Lineal,1,E,Lavalle,1400,3.0,Exacta,Fraxinus pennsylvanica,3.8,Ocupada,Regular,Bajo nivel,31.0,10.0,2011-04-22
-58.38656492,-34.6020162,49664,Lineal,1,E,Uruguay,500,3.0,LA,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,42.0,16.0,2020-06-29
-58.38678167,-34.60193322,49665,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Regular,A nivel,31.0,10.0,2005-03-22
-58.38675992,-34.60260789,49666,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Regular,Bajo nivel,12.0,8.0,2012-12-03
-58.38675992,-34.60260789,49667,Lineal,1,E,Uruguay,500,3.0,Exacta,Handroanthus impetiginosus,7.5,Ocupada,Regular,Bajo nivel,24.0,11.0,2013-02-13
-58.38752785,-34.60281449,49668,Lineal,1,E,Lavalle,1400,3.0,Exacta,Fraxinus pennsylvanica,3.8,Ocupada,Regular,Bajo nivel,21.0,10.0,2022-09-04
-58.38236992,-34.6019192,49669,Lineal,1,E,Cerrito,500,3.0,Exacta,Jacaranda mimosifolia,10,Ocupada,Regular,Elevada,24.0,7.0,2009-01-05
-58.38678167,-34.60193322,49670,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Regular,Bajo nivel,33.0,10.0,2018-10-27
-58.38676852,-34.60239397,49671,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,17.0,11.0,2008-07-20
-58.38678691,-34.60193616,49672,Lineal,1,E,Uruguay,500,3.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,13.0,8.0,2018-06-29
-58.37379716,-34.6243329,49673,Lineal,1,E,"Garay Juan de, Av",500,3.0,Exacta,Fraxinus excelsior,3.75,Sobreocupada,Regular,A nivel,29.0,9.0,2002-02-06
-58.38700327,-34.60275764,49674,Lineal,1,E,Lavalle,1400,4.0,Exacta,Fraxinus pennsylvanica,3.8,Ocupada,Regular,Bajo nivel,15.0,10.0,2008-05-31
-58.38678691,-34.60193616,49467,Lineal,1,E,Uruguay,500,4.0,Exacta,Prosopis alba,7.5,Ocupada,Regular,Bajo nivel,18.0,10.0,2020-05-19
-58.38678691,-34.60193616,49469,Lineal,1,E,Uruguay,500,4.0,Exacta,Fraxinus pennsylvanica,7,Ocupada,Regular,Bajo nivel,18.0,10.0,2019-12-10
-58.38236992,-34.6019192,49519,Lineal,1,E,Cerrito,500,4.0,Exacta,Tilia x moltkei,10,Ocupada,Regular,Elevada,28.0,9.0,2012-09-12
-58.38233708,-34.60243361,49520,Lineal,1,E,Cerrito,500,4.0,LD,Jacaranda mimosifolia,10,Ocupada,Regular,Bajo nivel,40.0,10.0,2005-11-19
-58.38233708,-34.60243361,49521,Lineal,1,E,Cerrito,500,4.0,Exacta,Jacaranda mimosifolia,10,Ocupada,Regular,A nivel,32.0,9.0,2019-03-16
-58.38375648,-34.60240423,49522,Lineal,1,E,Libertad,500,4.0,LA,No identificado,6,Ocupada,Regular,A nivel,4.0,3.0,2017-12-20
-58.38375648,-34.60240423,49523,Lineal,1,E,Libertad,500,4.0,Exacta,No identificado,6,Ocupada,Regular,A nivel,4.0,3.0,2012-12-26
-58.38235731,-34.60211667,49528,Lineal,1,E,Cerrito,500,4.0,Exacta,Tilia x moltkei,10,Ocupada,Regular,Elevada,28.0,9.0,2014-01-19
-58.38655346,-34.60230126,49554,Lineal,1,E,Uruguay,500,4.0,LD,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,A nivel,30.0,11.0,2013-11-23
-58.38655346,-34.60230126,49555,Lineal,1,E,Uruguay,500,4.0,LD,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,42.0,13.0,2011-01-22
-58.38656492,-34.6020162,49556,Lineal,1,E,Uruguay,500,4.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Bajo nivel,30.0,12.0,2011-09-29
-58.38655346,-34.60230126,49557,Lineal,1,E,Uruguay,500,4.0,LD,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,10.0,6.0,2001-02-14
-58.38656492,-34.6020162,49558,Lineal,1,E,Uruguay,500,4.0,LA,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,A nivel,25.0,9.0,2021-05-21
-58.38375663,-34.60234884,49559,Lineal,1,E,Libertad,500,4.0,Exacta,No identificado,6,Ocupada,Regular,A nivel,4.0,3.0,2005-04-06
-58.38656492,-34.6020162,49560,Lineal,1,E,Uruguay,500,4.0,LA,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,16.0,11.0,2021-07-08
-58.38376991,-34.60213649,49561,Lineal,1,E,Libertad,500,4.0,Exacta,No identificado,6,Ocupada,Regular,A nivel,4.0,3.0,2020-11-15
-58.38375728,-34.60233835,49563,Lineal,1,E,Libertad,500,4.0,Exacta,No identificado,6,Ocupada,Regular,A nivel,4.0,3.0,2020-03-22
-58.38376991,-34.60213649,49564,Lineal,1,E,Libertad,500,4.0,LA,No identificado,6,Ocupada,Regular,Bajo nivel,5.0,4.0,2006-01-05
-58.38655346,-34.60230126,49565,Lineal,1,E,Uruguay,500,4.0,LA,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Bajo nivel,27.0,10.0,2008-12-06
-58.38676505,-34.6024802,49566,Lineal,1,E,Uruguay,500,5.0,Exacta,Fraxinus pennsylvanica,7.5,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,19.0,11.0,2002-08-26
-58.38655346,-34.60230126,49568,Lineal,1,E,Uruguay,500,5.0,Exacta,Fraxinus pennsylvanica,4.4,Ocupada,Regular,Bajo nivel,41.0,13.0,2022-01-14
-58.38656492,-34.6020162,49569,Lineal,1,E,Uruguay,500,5.0,LA,Fraxinus pennsylvanica,8.4,Ocupada,Fuera de lÃÂ­nea,Bajo nivel,35.0,10.0,2021-09-04
-58.3814903,-34.62443755,50402,Lineal,1,E,Lima,1300,5.0,En frente,Jacaranda mimosifolia,,Ocupada,Regular,A nivel,3.0,2.0,2017-04-30
-58.3814995,-34.62412195,50407,Lineal,1,E,Lima,1300,5.0,En frente,Jacaranda mimosifolia,3.35,Ocupada,Regular,Bajo nivel,3.0,2.0,2012-04-26
-58.38767961,-34.5914746,50481,Lineal,1,E,Montevideo,1600,5.0,Exacta,Ficus benjamina,2.8,Ocupada,Regular,Elevada,41.0,11.0,2001-02-04
-58.38749965,-34.5913217,50482,Lineal,1,E,Montevideo,1600,5.0,LA,Fraxinus americana,2.8,Ocupada,Regular,Elevada,26.0,16.0,2020-12-19
-58.38774978,-34.59153421,50483,Lineal,1,E,Montevideo,1600,5.0,Exacta,Fraxinus pennsylvanica,2.8,Ocupada,Regular,A nivel,13.0,7.0,2016-02-11
-58.38714974,-34.59102443,50484,Lineal,1,E,Montevideo,1600,5.0,Exacta,Jacaranda mimosifolia,2.8,Sobreocupada,Regular,Elevada,11.0,9.0,2019-04-15
-58.38741017,-34.59203746,50485,Lineal,1,E,Guido,1500,5.0,Exacta,Jacaranda mimosifolia,2.8,Ocupada,Regular,Elevada,19.0,9.0,2021-03-24
-58.38749965,-34.5913217,50486,Lineal,1,E,Montevideo,1600,5.0,LD,Fraxinus americana,2.8,Ocupada,Regular,Elevada,30.0,15.0,2002-07-23
-58.38776321,-34.59174998,50487,Lineal,1,E,Guido,1500,5.0,Exacta,Jacaranda mimosifolia,2.8,Ocupada,Regular,A nivel,3.0,3.0,2013-05-25
-58.38615234,-34.59156368,50491,Lineal,1,E,Parera,,5.0,Exacta,Fraxinus americana,3.2,Ocupada,Regular,Elevada,43.0,17.0,2007-10-19
-58.38615747,-34.59143282,50492,Lineal,1,E,Quintana Manuel Presidente Av.,100,5.0,Exacta,Tilia x moltkei,3.6,Ocupada,Regular,Elevada,33.0,12.0,2013-11-25
-58.38676583,-34.59095304,50493,Lineal,1,E,Quintana Manuel Presidente Av.,100,5.0,Exacta,Melia azedarach,3.6,Ocupada,Regular,A nivel,57.0,10.0,2013-11-21
-58.38657902,-34.59192087,50494,Lineal,1,E,Parera,,5.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Elevada,24.0,17.0,2019-05-04
-58.38704456,-34.59093506,50495,Lineal,1,E,Montevideo,1600,6.0,Exacta,Fraxinus pennsylvanica,2.8,Ocupada,Regular,Elevada,11.0,9.0,2008-02-19
-58.38684563,-34.59214478,50496,Lineal,1,E,Parera,,6.0,Exacta,Fraxinus americana,3.2,Ocupada,Regular,A nivel,26.0,15.0,2014-02-01
-58.38625813,-34.59135352,50497,Lineal,1,E,Quintana Manuel Presidente Av.,100,6.0,Exacta,Fraxinus americana,3.6,Ocupada,Regular,Elevada,21.0,11.0,2007-05-19
-58.38714974,-34.59102443,50498,Lineal,1,E,Montevideo,1600,6.0,Exacta,Fraxinus americana,2.8,Sobreocupada,Regular,Elevada,28.0,13.0,2018-08-03
-58.38623664,-34.5916368,50499,Lineal,1,E,Parera,,6.0,LA,No identificado,3.2,Ocupada,Regular,Elevada,2.0,3.0,2011-02-03
-58.3869247,-34.59221118,50501,Lineal,1,E,Parera,,6.0,Exacta,Fraxinus americana,3.2,Ocupada,Regular,A nivel,28.0,13.0,2007-06-12
-58.38640803,-34.59177727,50502,Lineal,1,E,Parera,,6.0,Exacta,Tilia x moltkei,3.2,Sobreocupada,Regular,Elevada,26.0,10.0,2014-03-04
-58.38635812,-34.59127465,50504,Lineal,1,E,Quintana Manuel Presidente Av.,100,6.0,Exacta,Ficus benjamina,3.6,Ocupada,Regular,Elevada,80.0,19.0,2022-08-21
-58.38623664,-34.5916368,50505,Lineal,1,E,Parera,,6.0,LA,Fraxinus americana,3.2,Ocupada,Regular,Elevada,26.0,17.0,2019-02-24
-58.38671548,-34.59203547,50506,Lineal,1,E,Parera,,6.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Elevada,21.0,12.0,2012-02-20
-58.38704456,-34.59093506,50509,Lineal,1,E,Montevideo,1600,6.0,Exacta,No identificado,2.8,Ocupada,Regular,A nivel,0.0,,2016-07-23
-58.38645579,-34.59119761,50512,Lineal,1,E,Quintana Manuel Presidente Av.,100,6.0,Exacta,Fraxinus pennsylvanica,3.6,Sobreocupada,Regular,Elevada,19.0,12.0,2004-12-11
-58.38699504,-34.59227025,50513,Lineal,1,E,Parera,,6.0,Exacta,Fraxinus pennsylvanica,3.2,Ocupada,Regular,Elevada,9.0,8.0,2016-02-21
-58.37822896,-34.60097415,50534,Lineal,1,E,Esmeralda,600,6.0,Exacta,Photinia serrulata,,Ocupada,Regular,A nivel,4.0,3.0,2012-11-14
-58.37816659,-34.60017775,50540,Lineal,1,E,Esmeralda,600,6.0,Exacta,Photinia serrulata,4,Ocupada,Regular,Elevada,2.0,2.0,2018-01-30
-58.37814608,-34.60107188,50542,Lineal,1,E,Esmeralda,600,6.0,Exacta,Photinia serrulata,4,Ocupada,Regular,A nivel,3.0,4.0,2022-05-04
-58.37822896,-34.60097415,50543,Lineal,1,E,Esmeralda,600,6.0,Exacta,Photinia serrulata,4,Ocupada,Regular,A nivel,3.0,3.0,2007-12-25
-58.37822896,-34.60097415,50544,Lineal,1,E,Esmeralda,600,6.0,Exacta,Photinia serrulata,4,Ocupada,Regular,A nivel,3.0,4.0,2015-08-07
-58.36403297,-34.6048428,50558,Lineal,1,E,GÃÂ¼emes Macacha ,300,6.0,LA,Platanus x acerifolia,5.6,Ocupada,Regular,A nivel,20.0,8.0,2022-08-11
-58.36403297,-34.6048428,50559,Lineal,1,E,GÃÂ¼emes Macacha ,300,6.0,LD,Platanus x acerifolia,5.6,Ocupada,Regular,Bajo nivel,25.0,10.0,2019-01-24
-58.36361417,-34.60480953,50561,Lineal,1,E,GÃÂ¼emes Macacha ,300,6.0,LD,Platanus x acerifolia,5.6,Ocupada,Regular,Bajo nivel,20.0,8.0,2010-11-16
-58.36369613,-34.60320776,50563,Lineal,1,E,Trinidad Guevara,300,7.0,LA,Peltophorum dubium,3.2,Ocupada,Regular,A nivel,14.0,4.0,2010-03-28
-58.36350947,-34.60480121,50564,Lineal,1,E,GÃÂ¼emes Macacha ,300,7.0,LD,Platanus x acerifolia,5.6,Ocupada,Regular,Bajo nivel,20.0,7.0,2011-04-01
-58.36342571,-34.60479456,50565,Lineal,1,E,GÃÂ¼emes Macacha ,300,7.0,LD,Platanus x acerifolia,5.6,Ocupada,Ochava,Bajo nivel,18.0,8.0,2015-01-17
-58.36369613,-34.60320776,50566,Lineal,1,E,Trinidad Guevara,300,7.0,LA,Peltophorum dubium,3.2,Ocupada,Regular,A nivel,20.0,10.0,2019-03-30
-58.36369613,-34.60320776,50567,Lineal,1,E,Trinidad Guevara,300,7.0,LA,Peltophorum dubium,3.2,Ocupada,Regular,A nivel,20.0,11.0,2008-05-11
-58.3638129,-34.60321541,50571,Lineal,1,E,Trinidad Guevara,300,7.0,LA,Peltophorum dubium,3.2,Ocupada,Regular,A nivel,20.0,12.0,2014-03-25
-58.36392968,-34.60322306,50573,Lineal,1,E,Trinidad Guevara,300,7.0,LD,Peltophorum dubium,3.2,Ocupada,Regular,A nivel,25.0,8.0,2022-01-14
-58.36459578,-34.60352231,50578,Lineal,1,E,Dealessi Pierina,500,7.0,LD,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,40.0,9.0,2017-02-01
-58.36459578,-34.60352231,50579,Lineal,1,E,Dealessi Pierina,500,7.0,LA,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,33.0,2.0,2021-06-24
-58.36458091,-34.60366627,50580,Lineal,1,E,Dealessi Pierina,500,7.0,LD,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,38.0,9.0,2006-08-04
-58.36456232,-34.60384623,50581,Lineal,1,E,Dealessi Pierina,500,7.0,LD,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,36.0,12.0,2006-05-20
-58.36456232,-34.60384623,50582,Lineal,1,E,Dealessi Pierina,500,7.0,,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,25.0,8.0,2018-12-23
-58.36454372,-34.60402619,50584,Lineal,1,E,Dealessi Pierina,500,7.0,Exacta,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,28.0,8.0,2012-02-01
-58.36453677,-34.60409355,50585,Lineal,1,E,Dealessi Pierina,500,7.0,LA,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,30.0,9.0,2012-05-14
-58.36453596,-34.60410139,50586,Lineal,1,E,Dealessi Pierina,500,7.0,Exacta,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,30.0,10.0,2007-03-29
-58.36453596,-34.60410139,50587,Lineal,1,E,Dealessi Pierina,500,7.0,LA,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,28.0,8.0,2009-04-03
-58.36452461,-34.60421118,50588,Lineal,1,E,Dealessi Pierina,500,7.0,Exacta,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,27.0,8.0,2004-01-26
-58.36452461,-34.60421118,50589,Lineal,1,E,Dealessi Pierina,500,7.0,LA,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,30.0,9.0,2010-07-04
-58.36452461,-34.60421118,50590,Lineal,1,E,Dealessi Pierina,500,7.0,LA,Jacaranda mimosifolia,15,Ocupada,Regular,A nivel,28.0,9.0,2001-02-21
